PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,29,26,32,38,35,30,37,35,38,30
1,0.0,15,17,15,18,20,19,18,14,9,25
2,0.0,14,18,13,12,15,20,15,9,16,13
3,0.0,9,15,15,8,9,10,9,15,14,11
4,0.0,9,2,4,8,5,5,4,4,4,6
5,0.0,12,7,4,4,2,2,4,6,2,2
6,0.0,3,1,4,2,2,4,5,4,2,5
7,0.0,1,2,4,4,3,2,4,5,3,1
8,0.0,3,2,1,1,2,3,0,1,4,1
9,0.0,2,4,2,0,3,2,0,3,2,0
10,NaN,0,1,0,2,3,0,1,2,2,1
11,NaN,0,2,3,1,0,0,3,1,1,2
12,0.0,1,1,0,1,0,2,0,1,1,0
13,0.0,1,2,3,1,1,0,0,0,2,2
14,0.0,1,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,1,0,0,0,1
