PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,91,90,88,90,86,90,95,91,90,82
1,NaN,0,0,0,0,0,0,0,0,0,0
2,NaN,0,0,0,0,0,0,0,0,0,0
3,NaN,0,0,0,0,0,0,0,0,0,0
4,NaN,0,0,0,0,0,0,0,0,0,0
5,0.0,1,0,0,0,0,0,0,1,0,0
6,NaN,0,0,1,0,1,1,0,0,0,1
7,NaN,0,1,1,1,0,0,0,0,0,0
8,0.0,2,0,2,0,0,0,0,1,0,1
9,0.0,1,2,0,3,1,2,0,2,2,0
10,0.0,1,1,0,1,1,0,0,0,0,1
11,0.0,1,1,2,0,1,1,1,1,1,1
12,NaN,0,0,0,0,1,0,0,0,0,3
13,0.0,2,3,2,3,4,3,1,1,3,3
14,0.0,1,2,3,0,4,3,2,2,1,5
15,NaN,0,0,1,2,1,0,1,1,3,3
