PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,8,8,9,10,7,11,9,11,7,4
1,0.0,12,9,8,12,14,8,10,8,9,7
2,0.0,12,8,11,6,11,9,9,9,7,14
3,0.0,7,8,10,8,4,10,10,8,13,8
4,0.0,5,3,2,3,3,5,7,3,3,3
5,0.0,7,5,7,5,6,5,7,9,5,8
6,0.0,3,8,9,5,5,7,3,6,5,6
7,0.0,9,8,7,6,3,5,5,5,7,8
8,0.0,6,8,5,7,8,5,6,6,7,6
9,0.0,8,6,5,7,8,5,7,7,4,6
10,0.0,4,8,4,7,7,5,4,7,8,4
11,0.0,4,6,5,1,7,4,7,5,4,5
12,0.0,6,5,7,8,8,5,3,8,4,3
13,0.0,5,5,4,8,5,7,6,4,10,9
14,0.0,3,2,4,5,2,5,2,0,3,5
15,0.0,1,3,3,2,2,4,5,4,4,4
