PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,10,11,11,11,14,7,8,6,10
1,0.0,4,8,12,11,11,7,11,9,16,9
2,0.0,10,6,11,5,5,4,7,5,10,6
3,0.0,11,7,11,6,7,12,6,12,8,5
4,0.0,7,10,8,12,6,8,7,16,6,11
5,0.0,9,14,8,10,6,9,7,8,7,8
6,0.0,2,1,5,7,7,4,7,9,7,6
7,0.0,3,6,3,5,5,6,6,1,7,9
8,0.0,9,6,4,3,2,4,8,6,8,5
9,0.0,10,7,4,6,5,5,7,4,3,2
10,0.0,1,5,6,5,7,5,8,3,4,7
11,0.0,3,3,8,4,13,7,6,10,4,8
12,0.0,6,5,4,8,2,5,5,3,1,6
13,0.0,6,4,2,4,4,2,6,2,2,2
14,0.0,5,3,2,2,3,3,0,2,5,3
15,0.0,3,5,1,1,6,5,2,2,6,3
