PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,28,21,24,31,26,29,24,26,26,25
1,0.0,14,27,22,20,20,22,26,17,17,20
2,0.0,18,11,12,15,14,10,18,12,17,16
3,0.0,10,11,12,6,12,11,11,11,12,9
4,0.0,8,7,6,7,6,6,2,11,5,4
5,0.0,6,5,6,3,5,4,7,6,5,7
6,0.0,1,5,5,9,3,5,4,3,4,3
7,0.0,8,4,7,2,2,4,2,4,2,5
8,0.0,1,5,1,1,3,2,2,2,1,3
9,0.0,2,1,2,3,2,2,0,4,2,4
10,0.0,1,1,1,1,3,2,1,2,2,2
11,0.0,1,0,0,1,3,1,1,1,1,2
12,0.0,2,2,2,0,0,1,0,0,5,0
13,NaN,0,0,0,1,1,1,2,1,1,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
