Run,Terminal Iteration
0,12
1,6
2,7
3,7
4,9
5,7
6,8
7,7
8,4
9,9
Run,Terminal Iteration
0,12
1,6
2,7
3,7
4,9
5,7
6,8
7,7
8,4
9,9
