PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,21,15,16,17,15,20,15,13,11,13
1,0.0,10,20,16,11,14,11,19,6,15,13
2,0.0,15,12,13,13,10,18,11,13,15,23
3,0.0,10,12,15,7,14,9,11,16,14,11
4,0.0,9,5,9,6,8,9,9,8,10,5
5,0.0,3,1,7,9,10,8,5,4,5,9
6,0.0,6,8,5,10,9,5,6,6,4,5
7,0.0,8,5,5,5,1,2,5,5,5,3
8,0.0,4,6,5,4,4,5,3,10,3,3
9,0.0,3,7,2,5,5,3,1,10,5,1
10,0.0,2,4,2,4,5,3,5,4,5,3
11,0.0,3,1,2,3,2,4,2,3,2,4
12,0.0,3,3,3,3,1,1,5,1,3,3
13,NaN,0,1,0,2,2,2,2,1,2,2
14,0.0,3,0,0,0,0,0,1,0,1,1
15,NaN,0,0,0,1,0,0,0,0,0,1
