PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,12,9,8,10,8,12,8,8,14
1,0.0,8,10,9,7,8,6,8,15,8,6
2,0.0,12,9,13,6,9,7,9,6,8,11
3,0.0,13,5,13,12,12,8,5,9,16,10
4,0.0,6,6,4,2,5,6,3,9,5,4
5,0.0,6,11,10,5,4,7,5,7,7,8
6,0.0,8,2,4,4,2,7,3,3,5,4
7,0.0,1,3,1,4,3,3,6,9,3,3
8,0.0,5,5,5,4,4,7,7,4,4,3
9,0.0,7,8,7,8,6,8,6,2,7,10
10,0.0,6,6,6,7,9,4,9,6,4,6
11,0.0,5,7,5,10,7,5,7,6,9,6
12,0.0,2,5,6,8,4,11,4,3,5,6
13,0.0,2,2,2,5,6,5,7,6,3,5
14,0.0,5,5,6,6,9,6,5,4,5,1
15,0.0,3,4,0,4,2,2,4,3,3,3
