PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,7,8,9,7,9,10,10,6,7
1,0.0,9,14,11,7,10,8,8,5,8,6
2,0.0,8,11,8,6,9,8,7,5,9,3
3,0.0,5,5,7,7,6,12,9,7,9,14
4,0.0,6,5,3,3,3,6,4,7,5,7
5,0.0,8,6,8,5,2,4,6,7,7,11
6,0.0,3,4,5,5,6,4,1,2,5,4
7,0.0,6,2,3,7,3,6,4,2,4,1
8,0.0,7,4,8,6,5,4,4,7,6,4
9,0.0,3,10,11,6,8,4,8,7,6,9
10,0.0,6,3,7,6,7,11,10,8,6,5
11,0.0,5,7,3,11,6,7,8,5,7,6
12,0.0,4,11,5,11,11,8,3,6,5,5
13,0.0,6,6,8,7,10,4,8,4,6,7
14,0.0,7,4,3,2,3,3,5,10,6,5
15,0.0,5,1,2,2,4,2,5,8,5,6
