PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,49,49,49,51,43,50,45,55,47,40
1,0.0,19,23,21,22,25,21,27,20,23,30
2,0.0,17,8,13,13,17,16,19,15,17,16
3,0.0,11,12,11,9,12,9,5,6,9,10
4,0.0,3,3,4,3,1,1,2,2,2,2
5,0.0,1,5,1,1,1,2,1,1,1,1
6,NaN,0,0,1,0,0,0,0,0,1,0
7,NaN,0,0,0,0,0,0,0,0,0,0
8,NaN,0,0,0,1,1,1,0,1,0,1
9,NaN,0,0,0,0,0,0,1,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
