PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,29,21,26,27,29,22,26,22,23,24
1,0.0,9,15,11,12,22,17,20,16,17,15
2,0.0,15,18,14,13,10,17,15,15,16,18
3,0.0,17,13,16,14,11,11,13,15,11,12
4,0.0,7,8,10,8,8,10,5,7,8,10
5,0.0,8,4,8,7,7,8,10,7,8,8
6,0.0,3,7,4,8,3,2,4,4,7,5
7,0.0,5,7,5,3,3,2,3,3,4,3
8,0.0,4,2,5,4,2,4,1,1,2,0
9,0.0,1,1,0,2,2,1,2,5,1,1
10,NaN,0,0,0,1,0,3,0,1,2,2
11,0.0,1,3,0,1,2,2,1,2,1,1
12,0.0,1,0,0,0,1,1,0,2,0,0
13,NaN,0,0,1,0,0,0,0,0,0,1
14,NaN,0,1,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
