PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,25,24,28,27,26,23,23,26,24,26
1,0.0,12,18,16,16,22,16,23,18,16,20
2,0.0,20,21,18,8,14,17,11,7,21,10
3,0.0,16,9,14,13,10,17,17,14,10,10
4,0.0,7,8,3,10,5,6,6,12,8,7
5,0.0,8,8,6,5,7,6,13,7,7,8
6,0.0,2,6,3,7,5,3,1,6,5,5
7,0.0,5,2,4,3,2,4,4,1,1,7
8,0.0,2,0,4,1,1,4,0,3,1,0
9,NaN,0,1,1,2,2,1,0,0,2,2
10,0.0,1,1,0,4,2,1,0,1,0,1
11,0.0,2,0,2,2,2,0,2,2,3,1
12,NaN,0,1,0,1,1,1,0,2,1,2
13,NaN,0,1,1,1,1,1,0,1,1,1
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
