PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,29,35,32,33,32,28,27,31,28,32
1,0.0,22,17,17,22,24,17,15,18,15,26
2,0.0,13,13,15,14,11,14,21,16,26,13
3,0.0,11,7,13,12,7,10,13,15,13,8
4,0.0,7,7,9,5,7,14,7,4,6,8
5,0.0,10,7,4,4,2,4,5,6,5,8
6,0.0,3,4,5,3,6,3,1,5,1,3
7,0.0,2,4,1,2,4,4,2,0,3,1
8,0.0,1,1,1,1,2,4,5,2,1,1
9,0.0,2,5,0,1,5,2,2,1,0,0
10,NaN,0,0,2,0,0,0,1,0,0,0
11,NaN,0,0,0,2,0,0,0,0,0,0
12,NaN,0,0,1,0,0,0,1,2,2,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,1,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
