PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,11,9,12,7,11,10,11,7,6
1,0.0,10,10,8,9,14,8,11,8,9,8
2,0.0,11,9,11,6,11,9,9,9,7,15
3,0.0,5,8,10,7,4,10,11,8,13,7
4,0.0,6,4,2,4,4,5,5,3,3,2
5,0.0,8,3,7,5,6,5,9,9,5,6
6,0.0,3,7,9,4,6,7,5,6,5,4
7,0.0,8,8,7,5,2,5,6,5,7,6
8,0.0,8,9,5,11,7,5,4,6,7,7
9,0.0,8,7,5,9,8,5,2,7,4,7
10,0.0,4,5,4,6,6,5,3,7,8,6
11,0.0,6,3,5,0,6,4,6,5,4,5
12,0.0,5,6,7,7,6,5,7,8,4,4
13,0.0,5,5,4,6,5,7,4,4,10,7
14,0.0,3,2,4,7,3,5,3,0,3,5
15,0.0,1,3,3,2,5,4,5,4,4,5
