PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,35,34,29,35,37,32,37,31,30,33
1,0.0,16,16,30,19,18,20,19,20,23,22
2,0.0,16,19,15,12,18,18,12,17,21,13
3,0.0,15,18,13,10,10,12,16,15,8,13
4,0.0,6,2,4,4,6,4,5,7,8,7
5,0.0,6,6,5,8,4,6,4,4,5,3
6,0.0,1,1,2,4,2,4,1,1,1,3
7,0.0,2,3,1,3,1,0,4,1,2,2
8,0.0,1,1,0,1,1,1,2,1,0,1
9,0.0,1,0,0,2,1,1,0,3,0,0
10,NaN,0,0,0,0,2,0,0,0,0,1
11,NaN,0,0,1,0,0,1,0,0,1,2
12,0.0,1,0,0,2,0,1,0,0,1,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
