PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,7,8,8,8,11,8,13,9,4
1,0.0,9,9,10,10,9,8,8,7,11,13
2,0.0,8,10,10,9,9,11,8,7,8,11
3,0.0,9,10,7,5,6,8,8,6,9,6
4,0.0,3,3,3,2,2,4,8,3,3,6
5,0.0,8,4,5,6,7,5,7,5,6,6
6,0.0,5,6,6,6,2,7,4,7,1,7
7,0.0,5,5,7,7,4,3,4,7,8,4
8,0.0,8,7,6,7,8,5,6,9,7,9
9,0.0,3,7,6,7,10,4,5,9,4,4
10,0.0,3,5,3,4,7,5,3,7,6,7
11,0.0,5,9,8,2,5,5,5,3,3,4
12,0.0,6,4,9,8,8,4,8,6,7,3
13,0.0,5,5,4,5,8,11,10,5,4,7
14,0.0,6,4,3,6,3,4,3,3,7,3
15,0.0,5,5,5,8,4,5,5,3,7,6
