PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,26,23,20,29,19,26,23,30,23,21
1,0.0,19,25,18,19,20,15,22,18,16,19
2,0.0,13,12,16,11,15,17,16,13,18,16
3,0.0,8,8,13,7,13,11,18,12,15,11
4,0.0,8,5,7,2,6,5,4,8,5,3
5,0.0,4,7,4,5,5,6,5,2,5,9
6,0.0,5,5,5,5,6,5,3,2,6,3
7,0.0,9,5,7,6,2,4,3,3,2,5
8,0.0,3,3,1,4,2,2,3,4,2,2
9,NaN,0,2,2,3,5,2,0,3,2,2
10,NaN,0,1,2,2,3,2,1,1,3,4
11,0.0,2,2,2,1,3,2,1,2,1,1
12,0.0,3,1,3,3,1,2,0,2,2,3
13,NaN,0,1,0,2,0,1,1,0,0,1
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,1,0,0,0,0,0,0
