PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,8,6,5,5,9,6,10,5,5
1,0.0,8,12,8,9,10,3,8,7,5,8
2,0.0,11,8,6,5,8,11,8,5,10,13
3,0.0,8,8,10,10,8,13,8,7,11,7
4,0.0,3,2,3,5,3,2,6,1,8,4
5,0.0,6,4,7,5,5,3,4,6,4,8
6,0.0,4,4,7,5,6,9,3,5,3,3
7,0.0,4,11,8,7,3,5,2,5,4,2
8,0.0,6,10,7,9,6,5,5,11,5,6
9,0.0,7,7,4,2,9,6,7,7,7,4
10,0.0,3,4,4,7,4,4,7,5,2,9
11,0.0,5,6,5,4,7,10,11,10,7,5
12,0.0,7,7,9,9,8,4,8,9,8,6
13,0.0,8,4,7,7,8,7,8,4,9,7
14,0.0,4,4,5,6,4,4,3,4,5,4
15,0.0,6,1,4,5,6,5,6,4,7,9
