PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,7,6,9,5,6,10,10,6,4
1,0.0,11,15,9,6,11,4,10,5,11,11
2,0.0,7,9,7,10,9,6,10,2,6,9
3,0.0,4,5,5,8,7,6,3,6,8,5
4,0.0,6,2,5,2,4,5,4,9,3,6
5,0.0,6,10,4,6,2,7,1,8,8,10
6,0.0,4,4,3,4,7,3,1,2,2,3
7,0.0,5,3,3,7,4,4,4,3,4,5
8,0.0,8,7,10,7,6,4,7,11,8,4
9,0.0,8,8,4,6,9,7,7,11,8,7
10,0.0,4,2,9,5,5,8,8,5,5,7
11,0.0,4,10,13,8,6,11,12,11,9,7
12,0.0,3,7,6,6,11,8,6,3,5,8
13,0.0,5,4,4,8,7,9,5,2,5,5
14,0.0,10,5,7,4,3,6,6,7,5,6
15,0.0,6,2,5,4,4,6,6,5,7,3
