PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,5,5,4,6,6,5,8,6,4
1,0.0,8,12,8,10,8,5,7,5,6,8
2,0.0,10,9,12,5,10,7,9,4,13,8
3,0.0,7,6,9,6,5,13,9,7,10,11
4,0.0,4,3,3,7,5,2,4,3,6,2
5,0.0,5,6,8,4,4,3,6,5,1,7
6,0.0,4,5,7,1,4,8,3,6,2,2
7,0.0,7,7,6,9,8,7,2,9,5,10
8,0.0,4,8,4,2,6,3,4,6,6,5
9,0.0,9,7,3,9,7,5,4,6,9,5
10,0.0,2,6,5,7,5,8,6,8,7,5
11,0.0,5,7,4,7,4,8,8,5,4,5
12,0.0,8,5,9,9,10,5,9,11,7,5
13,0.0,9,4,8,10,10,9,10,6,8,9
14,0.0,2,5,6,4,2,6,7,3,7,7
15,0.0,5,5,3,6,6,5,7,8,3,7
