PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,12,8,12,8,12,10,11,9,10
1,0.0,12,9,12,10,13,6,10,8,12,8
2,0.0,9,6,11,4,13,11,7,10,9,15
3,0.0,7,9,13,15,6,11,12,7,11,9
4,0.0,8,5,3,2,5,2,6,4,4,4
5,0.0,6,6,4,7,4,5,6,6,4,5
6,0.0,3,5,6,6,5,8,4,4,6,4
7,0.0,7,6,4,5,1,8,9,3,5,4
8,0.0,5,8,7,6,5,3,5,8,5,6
9,0.0,10,9,4,5,11,3,4,8,5,6
10,0.0,3,5,4,7,5,5,3,5,6,7
11,0.0,5,5,5,4,4,5,8,6,4,3
12,0.0,4,4,7,6,7,5,5,9,6,2
13,0.0,7,5,6,4,6,5,4,6,4,6
14,0.0,3,4,2,2,5,5,2,0,4,5
15,0.0,2,2,4,5,2,6,5,5,6,6
