PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,8,9,8,11,6,8,10,6,9
1,0.0,8,9,8,10,11,11,8,7,8,8
2,0.0,10,8,9,9,13,11,8,5,8,7
3,0.0,12,10,11,5,6,11,8,7,14,9
4,0.0,5,3,5,2,3,3,8,4,5,4
5,0.0,4,5,5,6,8,4,7,4,6,9
6,0.0,4,3,8,6,3,7,4,3,2,4
7,0.0,6,8,7,7,4,5,4,7,5,6
8,0.0,5,9,6,7,7,4,6,9,5,5
9,0.0,5,8,3,7,11,7,5,12,5,4
10,0.0,3,4,4,4,2,3,3,8,5,7
11,0.0,6,6,3,2,5,10,5,6,5,3
12,0.0,7,6,10,8,4,4,8,9,7,6
13,0.0,8,6,4,5,8,8,10,3,9,7
14,0.0,3,3,4,6,2,4,3,3,4,5
15,0.0,4,4,4,8,2,2,5,3,6,7
