Run,Terminal Iteration
0,10
1,7
2,9
3,8
4,8
5,9
6,8
7,8
8,6
9,5
Run,Terminal Iteration
0,10
1,7
2,9
3,8
4,8
5,9
6,8
7,8
8,6
9,5
