Run,Terminal Iteration
0,6
1,8
2,6
3,5
4,3
5,6
6,8
7,8
8,6
9,5
Run,Terminal Iteration
0,6
1,8
2,6
3,5
4,3
5,6
6,8
7,8
8,6
9,5
