PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,31,22,24,23,28,29,27,30,27,18
1,0.0,17,25,23,19,23,21,22,14,16,25
2,0.0,11,16,17,15,14,13,19,12,19,16
3,0.0,7,11,13,11,13,8,8,16,14,11
4,0.0,4,7,3,4,5,6,7,5,6,7
5,0.0,5,0,5,5,3,4,6,3,2,6
6,0.0,6,6,4,6,2,7,3,4,4,3
7,0.0,9,4,6,4,2,2,3,4,2,6
8,0.0,4,2,1,4,2,3,2,3,1,3
9,0.0,2,0,2,2,3,2,1,7,4,2
10,NaN,0,4,0,3,2,2,0,1,1,1
11,0.0,2,1,1,1,1,1,1,1,1,0
12,0.0,1,1,1,2,0,1,0,0,3,1
13,NaN,0,1,0,1,1,1,1,0,0,1
14,0.0,1,0,0,0,1,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
