PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,8,9,6,5,6,10,13,9,10
1,0.0,11,10,10,9,11,7,10,10,9,8
2,0.0,7,10,6,5,9,7,10,6,9,6
3,0.0,4,6,7,10,7,6,3,6,3,11
4,0.0,6,5,5,3,4,3,4,5,5,7
5,0.0,6,6,7,5,2,9,1,4,4,6
6,0.0,4,2,3,8,7,4,1,4,2,5
7,0.0,5,5,3,6,4,4,4,5,4,3
8,0.0,8,8,8,5,6,2,7,5,8,6
9,0.0,8,7,10,7,9,7,7,8,8,8
10,0.0,4,10,9,6,5,10,8,7,7,3
11,0.0,4,6,5,13,6,9,12,6,8,6
12,0.0,3,5,5,5,11,7,6,5,1,4
13,0.0,5,4,5,5,7,11,5,4,10,5
14,0.0,10,3,2,4,3,3,6,6,7,7
15,0.0,6,5,6,3,4,5,6,6,6,5
