PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,7,11,12,13,12,11,11,11,9,13
1,0.0,9,13,14,7,12,8,10,12,8,13
2,0.0,8,11,11,9,7,14,12,12,9,9
3,0.0,14,5,11,13,12,11,6,12,11,9
4,0.0,12,11,6,2,5,7,4,7,2,5
5,0.0,10,12,4,6,6,11,6,7,11,11
6,0.0,6,4,6,5,6,3,2,6,3,6
7,0.0,4,4,2,2,8,6,7,4,5,5
8,0.0,2,3,4,8,4,9,5,5,5,6
9,0.0,7,5,6,7,4,3,5,6,8,3
10,0.0,8,4,5,5,6,4,3,3,9,3
11,0.0,6,5,7,6,2,6,7,7,5,4
12,0.0,5,3,7,6,7,3,6,2,2,3
13,NaN,0,3,2,5,5,1,6,3,5,6
14,0.0,1,4,2,4,2,2,7,2,6,1
15,0.0,1,2,1,2,2,1,3,1,2,3
