PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,18,16,19,17,24,17,22,22,15,15
1,0.0,15,18,15,15,13,13,15,10,18,15
2,0.0,17,12,13,19,6,14,11,16,17,19
3,0.0,14,11,13,18,15,9,11,7,14,11
4,0.0,5,8,9,5,8,7,5,10,3,9
5,0.0,11,14,7,5,7,12,7,6,6,9
6,0.0,2,7,5,2,5,4,3,6,3,7
7,0.0,2,2,4,5,4,5,5,1,2,4
8,0.0,4,2,6,4,6,2,5,5,4,2
9,0.0,4,3,1,4,2,5,3,3,5,2
10,0.0,2,2,0,2,2,6,3,8,5,1
11,0.0,3,3,5,0,3,1,5,3,4,0
12,0.0,1,0,1,2,3,2,2,2,2,2
13,0.0,1,1,1,0,1,2,2,1,0,2
14,NaN,0,0,0,2,1,1,1,0,1,1
15,0.0,1,1,1,0,0,0,0,0,1,1
