Iteration,Mean,Stdev,Run-0
0,133.1448710377106,0.0,133.1448710377106
1,134.38933424582203,0.0,134.38933424582203
2,132.9434329948032,0.0,132.9434329948032
3,132.9434329948032,0.0,132.9434329948032
4,132.9434329948032,0.0,132.9434329948032
5,132.9434329948032,0.0,132.9434329948032
6,132.9434329948032,0.0,132.9434329948032
7,132.9434329948032,0.0,132.9434329948032
8,132.9434329948032,0.0,132.9434329948032
9,132.9434329948032,0.0,132.9434329948032
10,132.9434329948032,0.0,132.9434329948032
11,132.9434329948032,0.0,132.9434329948032
12,132.9434329948032,0.0,132.9434329948032
13,132.9434329948032,0.0,132.9434329948032
14,132.9434329948032,0.0,132.9434329948032
15,132.9434329948032,0.0,132.9434329948032
16,132.9434329948032,0.0,132.9434329948032
17,132.9434329948032,0.0,132.9434329948032
18,132.9434329948032,0.0,132.9434329948032
19,132.9434329948032,0.0,132.9434329948032
20,132.9434329948032,0.0,132.9434329948032
21,132.9434329948032,0.0,132.9434329948032
22,132.9434329948032,0.0,132.9434329948032
23,132.9434329948032,0.0,132.9434329948032
24,132.9434329948032,0.0,132.9434329948032
25,132.9434329948032,0.0,132.9434329948032
26,132.9434329948032,0.0,132.9434329948032
27,132.9434329948032,0.0,132.9434329948032
28,132.9434329948032,0.0,132.9434329948032
29,132.9434329948032,0.0,132.9434329948032
30,132.9434329948032,0.0,132.9434329948032
31,132.9434329948032,0.0,132.9434329948032
32,132.9434329948032,0.0,132.9434329948032
33,132.9434329948032,0.0,132.9434329948032
34,132.9434329948032,0.0,132.9434329948032
35,132.9434329948032,0.0,132.9434329948032
36,132.9434329948032,0.0,132.9434329948032
37,132.9434329948032,0.0,132.9434329948032
38,132.9434329948032,0.0,132.9434329948032
39,132.9434329948032,0.0,132.9434329948032
