PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,7,8,10,8,4,14,15,7,7
1,0.0,10,14,13,9,10,8,6,11,12,6
2,0.0,9,11,11,6,8,5,6,6,6,3
3,0.0,6,5,7,6,9,6,6,7,8,14
4,0.0,9,5,4,3,4,5,3,4,1,7
5,0.0,9,6,2,5,4,8,8,3,5,11
6,0.0,4,4,4,6,7,5,6,4,3,4
7,0.0,6,2,4,4,3,5,3,6,4,1
8,0.0,9,4,6,6,6,5,2,6,7,4
9,0.0,2,10,11,8,4,6,8,9,8,9
10,0.0,6,3,7,6,7,12,7,8,6,5
11,0.0,3,7,6,8,8,6,9,7,10,6
12,0.0,3,11,4,9,9,11,5,2,4,5
13,0.0,7,6,8,4,5,7,8,2,4,7
14,0.0,2,4,3,6,4,3,5,5,7,5
15,0.0,5,1,2,4,4,4,4,5,8,6
