PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,41,40,38,39,34,37,35,33,35,35
1,0.0,20,24,19,23,22,21,25,25,17,18
2,0.0,13,9,12,10,13,15,14,11,16,20
3,0.0,7,8,15,10,10,10,11,14,10,8
4,0.0,2,3,5,6,6,1,4,3,4,5
5,0.0,5,1,5,1,3,3,1,7,3,3
6,0.0,3,4,2,2,2,4,2,1,4,2
7,0.0,3,6,1,3,2,2,2,1,1,2
8,0.0,1,2,2,2,2,1,3,2,0,3
9,NaN,0,1,0,0,0,1,0,0,3,0
10,0.0,2,1,0,1,1,2,0,1,1,0
11,0.0,1,1,1,1,4,1,2,2,2,2
12,0.0,1,0,0,1,0,1,0,0,3,1
13,NaN,0,0,0,1,1,1,1,0,1,1
14,0.0,1,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
