PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,21,18,16,18,22,20,21,20,22,21
1,0.0,19,9,15,10,17,15,13,10,11,12
2,0.0,14,17,16,10,9,13,9,11,16,15
3,0.0,15,17,12,16,9,13,9,14,10,12
4,0.0,5,10,9,5,6,7,4,9,3,11
5,0.0,7,7,5,7,7,11,6,3,6,8
6,0.0,1,5,3,5,4,6,6,2,5,3
7,0.0,2,5,6,6,2,1,5,3,3,2
8,0.0,2,1,1,6,5,7,3,4,1,2
9,0.0,2,8,1,4,5,2,6,10,8,5
10,0.0,3,1,3,4,4,0,5,4,2,1
11,0.0,5,0,8,4,5,3,4,7,5,2
12,NaN,0,1,3,3,1,2,4,1,1,3
13,0.0,1,0,1,2,3,0,2,0,4,2
14,0.0,2,0,1,0,1,0,2,2,3,1
15,0.0,1,1,0,0,0,0,1,0,0,0
