PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,23,23,17,21,23,19,23,23,16,23
1,0.0,13,16,15,8,14,10,9,8,12,12
2,0.0,8,14,9,7,7,10,13,8,18,9
3,0.0,15,9,16,14,10,14,5,9,11,7
4,0.0,4,3,8,5,8,10,3,6,8,10
5,0.0,6,8,3,11,5,6,7,5,6,9
6,0.0,4,2,1,5,5,1,7,4,5,5
7,0.0,4,2,3,3,4,4,6,4,3,4
8,0.0,4,2,2,2,2,2,2,7,4,3
9,0.0,2,3,6,4,2,5,6,8,2,3
10,0.0,5,4,3,6,7,2,2,3,2,3
11,0.0,5,3,9,6,4,4,6,4,3,3
12,0.0,2,2,0,4,5,5,5,6,4,1
13,NaN,0,5,3,1,1,3,0,1,3,2
14,0.0,3,1,2,2,0,3,3,3,1,3
15,0.0,2,3,3,1,3,2,3,1,2,3
