Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,7.3029066243421825,0.4698427003743073,7.764492480506802,7.311278612535293,6.476342584310263,7.088086891393681,6.720286614811331,7.616856523348181,6.99474886341132,7.278771417940993,7.7403864871525,8.037815768011459
1,4.970837071149171,0.2763737765630233,4.853394474979254,4.774105232968702,4.765925843030402,4.978826431400853,5.151898288337061,5.281860649854236,4.690526718955894,4.572651394452764,5.147293008693882,5.49188866881867
2,3.9657375299144753,0.20857853887130248,3.6438864020595503,3.7511466462273235,3.8829460703397736,4.045841549241398,3.921011252810519,4.015284222028386,4.024089872686181,3.7821932948033234,4.214487813129248,4.3764881758190475
3,3.3237090778676097,0.0818767964315102,3.296542683507146,3.254894188738714,3.338099378387573,3.376140763423007,3.228069210450851,3.3075052629625823,3.4832779698765552,3.2953109100742517,3.4355874930916213,3.221662918163791
4,2.9690260302717015,0.13745392568072953,2.9780966945835345,3.1195789480503646,2.896539072778909,3.1225086302790106,2.809739255987147,2.7942622542623847,3.2063502577747713,2.982373813060465,2.9697724592181203,2.811038916722305
5,2.7366395664134124,0.15766813045602437,2.8578486965442877,2.856345917241579,2.708864945718291,3.009348432126963,2.4431374270701505,2.5846675980902,2.8275224590156105,2.794837684079345,2.694811922661999,2.589010581585702
6,2.5830743503300035,0.15285196272858143,2.586009245867401,2.7368730212752754,2.6650934650293445,2.7754695691274605,2.376851107723145,2.5161049842856213,2.7645796549531814,2.6376875975461043,2.4391633349473016,2.332911522545198
7,2.4851518103836323,0.1870057613006196,2.4046223617493565,2.6708393266696677,2.5318360654983603,2.6644410029625085,2.3341100177250382,2.5161049842856213,2.738112982145285,2.5395054147347076,2.383071570923294,2.0688743771424827
8,2.441529648629197,0.18081621167102688,2.4046223617493565,2.6265660427965627,2.442126515750849,2.597981122510145,2.217996026867119,2.5161049842856213,2.7040077845222776,2.4539456997442617,2.383071570923294,2.0688743771424827
9,2.3943711657985034,0.15348340299017682,2.4046223617493565,2.532338549775267,2.442126515750849,2.5062973023735045,2.2052355901035003,2.5161049842856213,2.5845053113056577,2.3005350945754994,2.383071570923294,2.0688743771424827
10,2.368794367886687,0.1398685867499058,2.4046223617493565,2.4523623431827075,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.4464760722915373,2.3005350945754994,2.383071570923294,2.0688743771424827
11,2.357375023605067,0.1350782330539521,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3970127993934263,2.3005350945754994,2.383071570923294,2.0688743771424827
12,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
13,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
14,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
15,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
16,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
17,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
18,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
19,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
20,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
21,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
22,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
23,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
24,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
25,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
26,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
27,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
28,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
29,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
30,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
31,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
32,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
33,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
34,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
35,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
36,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
37,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
38,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
39,2.352491464177676,0.13443818115342343,2.4046223617493565,2.3876321732646186,2.442126515750849,2.5062973023735045,2.167473056592019,2.5161049842856213,2.3481772051195144,2.3005350945754994,2.383071570923294,2.0688743771424827
