PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,35,27,32,41,33,48,26,34,36,30
1,0.0,25,22,25,23,24,20,31,24,17,27
2,0.0,18,21,9,16,17,13,19,12,19,14
3,0.0,13,11,17,9,12,3,14,16,15,11
4,0.0,4,6,5,5,6,8,2,4,6,6
5,0.0,2,1,5,3,4,5,2,4,2,5
6,0.0,1,7,3,1,2,2,3,1,2,1
7,0.0,1,4,0,1,1,0,3,3,2,3
8,0.0,1,0,4,1,1,1,0,2,1,2
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,1,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,1
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
