PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,16,6,13,8,7,13,12,10,6,8
1,0.0,9,11,12,12,15,10,5,7,11,12
2,0.0,12,8,10,5,9,10,7,7,8,12
3,0.0,8,8,6,10,7,8,11,9,10,6
4,0.0,4,2,3,3,6,6,5,2,3,5
5,0.0,5,5,6,7,6,7,5,6,2,6
6,0.0,4,2,5,3,3,7,4,7,4,4
7,0.0,5,8,5,5,5,3,4,7,5,6
8,0.0,6,11,5,10,6,3,5,9,6,5
9,0.0,4,6,6,5,8,5,4,8,8,8
10,0.0,2,4,1,9,3,3,6,6,8,3
11,0.0,8,4,6,2,7,3,4,5,7,4
12,0.0,5,13,9,5,8,6,8,9,7,4
13,0.0,5,5,5,6,6,6,9,3,5,6
14,0.0,5,1,4,4,1,6,3,3,4,6
15,0.0,2,6,4,6,3,4,8,2,6,5
