PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,16,16,16,21,12,15,20,19,15,16
1,0.0,11,16,15,19,17,15,16,20,16,14
2,0.0,15,11,14,11,15,14,15,10,14,19
3,0.0,8,12,14,7,13,10,9,14,12,12
4,0.0,7,9,9,5,9,8,13,7,8,5
5,0.0,7,3,9,5,6,13,5,4,4,9
6,0.0,4,8,4,7,7,3,3,4,4,5
7,0.0,11,4,5,4,3,3,3,5,5,6
8,0.0,5,6,4,5,3,4,4,4,4,3
9,0.0,6,3,2,5,6,2,0,3,3,3
10,0.0,1,7,3,3,4,3,5,4,5,3
11,0.0,2,1,2,2,3,4,3,2,3,2
12,0.0,5,1,3,2,1,2,2,1,4,2
13,0.0,2,2,0,4,1,4,1,2,3,1
14,NaN,0,1,0,0,0,0,1,0,0,0
15,NaN,0,0,0,0,0,0,0,1,0,0
