PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,10,11,8,9,8,9,9,12,6,10
1,0.0,9,15,13,11,14,9,8,9,7,8
2,0.0,12,6,9,5,13,9,4,6,10,13
3,0.0,10,7,12,8,3,10,9,8,9,15
4,0.0,5,4,3,2,7,3,7,3,4,5
5,0.0,6,3,6,7,8,8,6,2,7,8
6,0.0,4,10,4,7,9,7,3,4,13,2
7,0.0,7,5,8,4,1,5,6,8,3,2
8,0.0,3,6,9,8,7,5,6,12,7,7
9,0.0,7,6,5,11,8,2,8,9,4,4
10,0.0,3,6,3,5,6,8,8,6,8,3
11,0.0,5,4,4,2,4,8,8,6,4,5
12,0.0,9,3,5,8,4,4,8,7,6,6
13,0.0,5,8,6,4,4,5,4,4,3,4
14,0.0,3,3,3,5,2,5,2,2,4,5
15,0.0,2,3,2,4,2,3,4,2,5,3
