PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,15,16,12,13,18,20,12,14,4
1,0.0,15,6,11,9,7,10,10,12,11,13
2,0.0,14,11,12,9,8,17,7,15,13,11
3,0.0,7,14,10,12,9,10,10,11,11,9
4,0.0,8,5,6,6,7,7,4,5,5,8
5,0.0,5,9,9,12,7,9,9,5,4,16
6,0.0,5,4,1,6,6,3,3,3,5,9
7,0.0,3,8,5,4,6,4,4,7,2,7
8,0.0,7,4,4,5,5,0,3,6,7,1
9,0.0,5,5,3,4,5,6,8,7,5,5
10,0.0,3,4,9,6,9,2,6,6,5,1
11,0.0,4,2,5,9,5,4,7,4,2,1
12,0.0,3,2,2,3,4,5,3,5,2,5
13,0.0,3,4,3,0,3,1,2,1,6,6
14,0.0,3,3,4,2,2,2,3,1,6,1
15,0.0,4,4,0,1,4,2,1,0,2,3
