PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,18,13,16,16,7,22,15,11,11,11
1,0.0,11,15,9,16,14,11,12,9,9,9
2,0.0,10,8,11,9,13,12,10,12,13,15
3,0.0,8,10,8,8,5,5,8,12,12,10
4,0.0,6,3,4,4,7,7,4,3,4,5
5,0.0,6,4,6,4,8,8,8,8,3,11
6,0.0,6,6,6,5,5,4,4,2,5,7
7,0.0,7,6,4,3,6,5,4,5,3,4
8,0.0,3,6,5,5,1,1,5,8,8,5
9,0.0,4,9,5,5,7,4,3,10,4,3
10,0.0,4,5,4,5,8,5,5,6,8,3
11,0.0,3,2,8,4,5,5,5,3,2,4
12,0.0,7,4,6,6,7,4,6,4,3,3
13,0.0,3,5,4,6,5,3,6,4,9,4
14,0.0,1,1,2,2,0,3,2,1,2,3
15,0.0,3,3,2,2,2,1,3,2,4,3
