PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,28,22,25,29,26,28,26,24,27,22
1,0.0,12,17,19,16,19,14,19,21,14,14
2,0.0,16,18,17,12,16,17,19,13,17,20
3,0.0,11,13,10,13,10,11,9,14,15,10
4,0.0,9,6,6,3,5,5,8,5,5,8
5,0.0,4,3,2,5,7,8,5,7,3,6
6,0.0,3,8,5,5,4,6,2,4,4,5
7,0.0,6,4,6,3,2,2,3,4,3,5
8,0.0,1,2,3,4,3,2,3,2,1,2
9,0.0,4,1,2,3,2,1,3,5,2,2
10,NaN,0,2,0,2,2,2,0,1,4,1
11,0.0,1,2,1,2,2,1,1,0,0,0
12,0.0,4,1,3,2,1,2,1,0,4,3
13,NaN,0,0,1,1,1,1,1,0,1,2
14,0.0,1,1,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
