Run,Terminal Iteration
0,2
1,2
2,1
3,2
4,2
5,3
6,1
7,1
8,2
9,1
Run,Terminal Iteration
0,2
1,2
2,1
3,2
4,2
5,3
6,1
7,1
8,2
9,1
