PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,33,26,36,32,28,35,27,36,27,29
1,0.0,18,22,20,21,22,14,23,14,18,24
2,0.0,17,12,12,12,10,13,16,11,14,16
3,0.0,8,12,10,7,10,9,7,11,12,8
4,0.0,3,7,5,4,3,5,4,2,7,4
5,0.0,2,0,5,3,5,3,4,5,4,3
6,0.0,1,9,1,2,2,6,2,5,2,2
7,0.0,9,3,3,6,3,3,4,5,3,5
8,0.0,2,2,2,3,5,3,3,3,1,4
9,0.0,3,1,4,3,6,3,3,4,4,1
10,0.0,1,3,0,2,1,2,2,3,4,2
11,0.0,1,2,1,0,2,2,2,1,1,1
12,0.0,1,1,1,3,1,0,2,0,2,1
13,NaN,0,0,0,1,2,1,0,0,1,0
14,NaN,0,0,0,1,0,0,1,0,0,0
15,0.0,1,0,0,0,0,1,0,0,0,0
