PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,7,4,4,5,6,3,5,7,1,7
1,0.0,7,6,10,7,9,5,8,6,5,4
2,0.0,11,6,9,3,4,9,5,3,7,8
3,0.0,8,12,14,6,6,13,12,8,9,11
4,0.0,3,4,3,1,5,2,5,1,6,3
5,0.0,7,5,3,5,7,3,8,6,3,7
6,0.0,3,3,6,3,2,6,4,7,3,3
7,0.0,7,6,6,6,4,10,6,5,8,9
8,0.0,4,5,5,8,6,5,2,10,5,7
9,0.0,8,6,2,10,10,5,12,11,9,6
10,0.0,2,6,6,6,6,4,4,6,4,5
11,0.0,8,10,4,8,8,7,7,5,8,6
12,0.0,8,9,8,9,10,5,4,5,7,4
13,0.0,7,7,9,10,8,13,9,8,10,9
14,0.0,4,6,5,5,3,5,2,4,7,4
15,0.0,6,5,6,8,6,5,7,8,8,7
