PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,38,39,50,43,41,43,43,45,40,34
1,0.0,19,23,19,19,19,20,16,16,22,17
2,0.0,15,10,9,13,13,16,18,16,16,16
3,0.0,16,11,12,14,13,10,7,11,10,14
4,0.0,4,7,3,3,7,3,6,6,4,8
5,0.0,5,2,3,4,3,5,4,2,4,3
6,NaN,0,2,1,3,2,2,5,3,2,5
7,0.0,2,3,2,0,2,0,1,1,1,1
8,NaN,0,2,1,1,0,1,0,0,0,1
9,NaN,0,1,0,0,0,0,0,0,1,1
10,NaN,0,0,0,0,0,0,0,0,0,0
11,0.0,1,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
