PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,17,13,12,11,16,17,11,11,12,10
1,0.0,8,17,14,12,13,10,16,9,14,13
2,0.0,11,7,12,11,12,12,9,11,16,13
3,0.0,8,9,11,9,7,10,9,9,11,6
4,0.0,7,4,8,6,9,6,8,3,4,4
5,0.0,7,6,4,6,5,7,8,4,7,8
6,0.0,6,9,10,9,5,3,2,4,2,8
7,0.0,7,6,5,5,3,4,3,8,5,3
8,0.0,7,6,5,8,5,5,4,8,4,4
9,0.0,6,7,4,3,6,7,7,10,1,4
10,0.0,1,6,1,7,6,4,8,10,6,4
11,0.0,3,3,6,2,4,3,4,5,5,5
12,0.0,4,2,3,4,2,4,4,2,4,6
13,0.0,5,4,2,3,5,4,4,5,7,7
14,0.0,2,1,2,2,1,3,2,0,0,4
15,0.0,1,0,1,2,1,1,1,1,2,1
