PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,7,6,10,9,7,10,10,6,4
1,0.0,12,14,9,5,8,3,10,5,8,11
2,0.0,5,11,9,5,9,7,10,2,9,9
3,0.0,4,5,4,8,8,3,3,6,5,5
4,0.0,6,5,3,4,7,6,4,9,3,6
5,0.0,10,6,7,6,4,5,1,8,8,10
6,0.0,3,4,4,5,5,4,1,2,3,3
7,0.0,3,2,5,3,3,5,4,3,4,5
8,0.0,6,4,5,5,6,5,7,11,6,4
9,0.0,7,10,11,9,8,8,7,11,7,7
10,0.0,8,3,8,7,7,10,8,5,9,7
11,0.0,5,7,9,3,5,11,12,11,7,7
12,0.0,3,11,8,11,9,7,6,3,4,8
13,NaN,0,6,5,8,5,8,5,2,7,5
14,0.0,9,4,3,5,5,5,6,7,9,6
15,0.0,7,1,4,6,2,6,6,5,5,3
