PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,38,27,39,30,31,34,32,34,26,34
1,0.0,11,19,13,13,17,18,20,15,19,14
2,0.0,8,12,9,10,8,12,12,7,15,14
3,0.0,10,10,9,6,14,8,8,13,8,7
4,0.0,7,5,4,5,4,5,3,4,3,5
5,0.0,2,2,3,4,6,5,1,5,5,4
6,0.0,6,6,5,3,4,1,4,2,4,3
7,0.0,6,4,6,5,1,3,4,4,3,4
8,0.0,3,3,3,3,3,2,3,4,1,3
9,0.0,2,2,2,4,4,1,3,6,6,1
10,NaN,0,4,1,4,2,1,2,2,3,1
11,0.0,3,1,1,5,3,3,2,3,1,4
12,0.0,3,2,3,4,1,3,4,0,3,3
13,0.0,1,0,2,3,2,3,2,0,3,2
14,NaN,0,3,0,1,0,1,0,1,0,0
15,NaN,0,0,0,0,0,0,0,0,0,1
