PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,38,42,40,37,39,42,35,43,38,38
1,0.0,21,23,24,24,20,16,23,17,18,16
2,0.0,12,9,11,13,13,15,15,10,15,15
3,0.0,10,10,7,11,11,9,6,8,9,10
4,0.0,6,3,6,4,3,2,5,7,3,3
5,0.0,5,3,3,2,3,2,5,4,4,5
6,0.0,3,4,3,1,1,2,1,5,2,2
7,0.0,1,2,3,3,2,2,2,3,1,3
8,0.0,1,2,1,1,3,1,1,1,1,1
9,0.0,1,1,0,1,0,3,2,0,0,2
10,0.0,1,0,0,0,1,1,0,2,2,1
11,0.0,1,1,2,1,2,2,3,0,1,2
12,NaN,0,0,0,1,1,1,1,0,5,0
13,NaN,0,0,0,1,1,2,1,0,1,1
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,1
