PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,16,18,22,25,20,24,24,18,21,18
1,0.0,12,19,16,12,12,10,18,17,15,12
2,0.0,14,12,13,10,15,15,15,11,14,17
3,0.0,12,8,12,7,13,8,9,14,12,12
4,0.0,9,6,7,8,6,9,8,7,8,5
5,0.0,8,3,7,5,8,9,3,4,5,8
6,0.0,4,8,4,8,6,5,4,5,3,7
7,0.0,7,5,7,7,2,3,3,3,3,4
8,0.0,6,4,2,7,6,3,3,4,2,4
9,0.0,4,6,2,2,5,4,2,9,2,3
10,NaN,0,4,1,2,3,2,4,3,7,4
11,0.0,3,4,3,2,2,3,3,3,3,3
12,0.0,5,2,3,4,1,3,2,1,4,2
13,NaN,0,1,1,1,1,1,1,1,1,1
14,NaN,0,0,0,0,0,1,1,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
