Run,Terminal Iteration
0,6
1,10
2,6
3,8
4,11
5,9
6,10
7,5
8,8
9,9
Run,Terminal Iteration
0,6
1,10
2,6
3,8
4,11
5,9
6,10
7,5
8,8
9,9
