PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,7,5,8,4,7,6,5,9,5,4
1,0.0,5,10,10,10,10,5,6,5,5,4
2,0.0,9,8,8,4,7,7,8,5,8,10
3,0.0,8,7,11,9,5,13,6,6,10,11
4,0.0,3,2,4,4,2,2,5,3,4,3
5,0.0,7,6,6,1,8,3,5,2,4,4
6,0.0,2,9,8,5,3,8,4,4,0,4
7,0.0,8,7,7,12,3,7,5,5,6,6
8,0.0,5,2,7,6,7,3,9,9,9,5
9,0.0,8,8,3,9,7,5,7,12,7,5
10,0.0,2,4,2,5,5,8,3,7,9,10
11,0.0,9,6,3,5,5,8,7,4,4,5
12,0.0,11,4,9,7,11,5,6,10,6,4
13,0.0,8,8,8,8,9,9,12,7,9,9
14,0.0,2,7,4,7,2,6,7,4,6,5
15,0.0,6,7,2,4,9,5,5,8,8,11
