PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,44,31,47,47,44,50,48,44,38,42
1,0.0,23,34,21,26,29,23,27,25,25,21
2,0.0,17,18,20,11,13,11,15,13,21,17
3,0.0,10,10,7,11,10,8,5,9,7,7
4,0.0,5,4,4,4,2,4,2,6,8,9
5,NaN,0,1,1,0,1,2,1,2,1,2
6,0.0,1,1,0,0,1,1,2,1,0,2
7,NaN,0,0,0,0,0,1,0,0,0,0
8,NaN,0,1,0,1,0,0,0,0,0,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
