PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,38,46,45,43,50,46,46,39,41,41
1,0.0,23,15,18,17,19,19,20,21,22,22
2,0.0,21,11,15,16,10,17,21,15,14,16
3,0.0,9,11,11,9,12,10,5,11,11,10
4,0.0,3,9,2,8,2,2,4,6,4,7
5,0.0,1,3,6,2,4,1,3,4,2,1
6,0.0,3,3,0,4,3,3,0,2,3,1
7,NaN,0,2,1,0,0,1,0,0,1,1
8,0.0,1,0,2,0,0,0,1,1,0,0
9,NaN,0,0,0,0,0,0,0,1,1,1
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,0.0,1,0,0,1,0,1,0,0,1,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
