PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,14,15,15,9,11,11,13,10,11,10
1,0.0,10,9,9,6,10,10,12,7,7,12
2,0.0,10,6,4,6,3,9,5,4,6,11
3,0.0,6,7,9,11,12,9,4,10,9,7
4,0.0,7,5,7,9,4,7,10,12,3,10
5,0.0,8,9,8,10,5,6,7,8,15,8
6,0.0,4,7,3,6,5,5,7,6,2,7
7,0.0,3,3,5,6,5,5,3,4,6,6
8,0.0,2,5,4,3,6,3,5,8,10,4
9,0.0,9,7,3,8,10,3,4,7,4,7
10,0.0,5,6,8,1,6,7,9,3,3,0
11,0.0,7,4,7,7,10,7,5,8,4,8
12,0.0,4,4,4,4,2,8,4,5,10,4
13,0.0,5,3,2,6,1,3,5,4,5,0
14,0.0,1,6,6,5,5,3,4,2,2,1
15,0.0,5,4,6,3,5,4,3,2,3,5
