PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,12,14,9,11,10,12,16,18,11,15
1,0.0,13,10,10,14,10,9,11,15,11,6
2,0.0,11,15,16,9,12,10,10,9,14,13
3,0.0,10,11,12,16,8,9,13,8,9,11
4,0.0,8,5,7,4,4,7,3,3,6,7
5,0.0,11,6,10,3,8,8,5,4,7,6
6,0.0,4,4,2,6,6,3,2,4,5,7
7,NaN,0,4,3,2,1,2,6,5,3,3
8,0.0,4,8,5,5,4,4,6,3,4,8
9,0.0,4,5,4,5,6,4,5,6,6,4
10,0.0,8,7,3,4,11,3,5,4,7,3
11,0.0,4,4,7,8,3,6,6,7,4,3
12,0.0,4,2,4,3,4,11,2,4,2,5
13,0.0,1,2,2,3,4,5,2,1,4,3
14,0.0,3,2,4,4,3,5,4,7,5,3
15,0.0,3,1,2,3,6,2,4,2,2,3
