PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,9,14,14,11,11,12,13,11,11,5
1,0.0,11,14,12,10,6,11,10,9,7,12
2,0.0,12,10,10,7,6,6,8,5,9,6
3,0.0,7,5,7,9,9,6,7,6,5,9
4,0.0,5,7,8,1,0,4,6,7,2,6
5,0.0,5,9,3,3,4,3,3,4,6,8
6,0.0,3,5,5,4,9,2,4,6,4,6
7,0.0,5,2,3,7,9,6,2,2,4,2
8,0.0,5,6,6,6,5,3,6,6,5,6
9,0.0,6,6,6,5,7,7,8,5,9,7
10,0.0,5,4,5,9,8,9,7,4,6,5
11,0.0,9,6,3,8,7,7,8,11,10,7
12,0.0,6,3,3,9,8,9,5,5,5,6
13,0.0,4,4,5,5,6,10,4,3,6,2
14,0.0,1,3,3,5,3,2,4,10,6,4
15,0.0,7,2,7,1,2,3,5,6,5,9
