PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,11,11,11,11,11,11,11,11,11,11
1,0.0,12,12,12,12,12,12,12,12,12,12
2,0.0,12,12,12,12,12,12,12,12,12,12
3,0.0,4,4,4,4,4,4,4,4,4,4
4,0.0,7,7,7,7,7,7,7,7,7,7
5,0.0,8,8,8,8,8,8,8,8,8,8
6,0.0,5,5,5,5,5,5,5,5,5,5
7,0.0,7,7,7,7,7,7,7,7,7,7
8,0.0,5,5,5,5,5,5,5,5,5,5
9,0.0,3,3,3,3,3,3,3,3,3,3
10,0.0,7,7,7,7,7,7,7,7,7,7
11,0.0,5,5,5,5,5,5,5,5,5,5
12,0.0,7,7,7,7,7,7,7,7,7,7
13,0.0,1,1,1,1,1,1,1,1,1,1
14,0.0,3,3,3,3,3,3,3,3,3,3
15,0.0,3,3,3,3,3,3,3,3,3,3
