PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,62,65,64,55,66,67,61,62,60,63
1,0.0,17,10,13,24,11,12,12,14,17,15
2,0.0,6,12,9,11,7,6,10,13,11,8
3,0.0,9,5,9,4,9,10,6,7,6,6
4,0.0,1,4,1,2,4,2,5,2,2,2
5,0.0,3,3,3,2,2,1,2,2,2,4
6,0.0,2,1,1,1,1,1,1,0,1,1
7,NaN,0,0,0,0,0,1,1,0,1,1
8,NaN,0,0,0,1,0,0,2,0,0,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
