PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,22,22,20,16,18,26,22,27,19,16
1,0.0,12,12,12,7,15,8,10,11,14,13
2,0.0,10,14,10,10,8,12,14,10,18,11
3,0.0,14,10,15,16,7,10,9,6,6,8
4,0.0,3,3,4,3,6,9,3,8,8,14
5,0.0,10,8,6,8,6,6,9,7,6,9
6,0.0,4,3,3,7,4,3,2,4,5,8
7,0.0,5,2,4,2,3,3,6,2,4,3
8,0.0,3,1,3,3,4,4,2,5,3,3
9,0.0,4,6,6,5,7,3,7,3,6,4
10,0.0,4,4,4,4,4,3,7,5,3,3
11,0.0,5,3,6,10,5,3,2,3,1,0
12,0.0,3,3,2,4,7,4,2,3,3,2
13,NaN,0,4,1,1,2,4,0,1,2,4
14,0.0,1,2,3,4,1,2,3,5,2,2
15,NaN,0,3,1,0,3,0,2,0,0,0
