PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,52,48,51,49,41,55,41,50,48,45
1,0.0,12,21,18,20,22,20,22,16,17,19
2,0.0,12,11,5,11,13,6,12,15,13,11
3,0.0,10,8,10,11,13,6,12,10,11,10
4,0.0,2,2,3,4,3,2,6,1,4,3
5,0.0,3,1,6,1,2,6,2,4,4,4
6,0.0,4,5,4,1,1,2,2,0,1,3
7,0.0,1,2,2,1,1,0,1,2,1,3
8,0.0,1,1,1,2,2,1,1,1,0,1
9,0.0,1,1,0,0,0,1,1,0,1,1
10,0.0,2,0,0,0,1,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,1,0,0
12,NaN,0,0,0,0,1,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,1,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
