PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,42,39,37,32,31,40,33,42,35,30
1,0.0,24,22,20,28,25,16,28,24,19,25
2,0.0,11,12,13,14,14,17,16,10,20,17
3,0.0,15,10,15,10,15,11,13,8,13,10
4,0.0,1,5,6,6,7,4,5,2,3,8
5,0.0,2,2,5,5,1,4,0,3,4,4
6,0.0,2,5,2,1,2,4,2,1,2,2
7,0.0,1,3,0,2,1,2,2,4,2,3
8,0.0,1,0,2,1,3,0,1,3,0,1
9,NaN,0,0,0,0,0,2,0,0,1,0
10,NaN,0,2,0,0,0,0,0,3,0,0
11,NaN,0,0,0,0,1,0,0,0,0,0
12,0.0,1,0,0,1,0,0,0,0,1,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
