Run,Terminal Iteration
0,11
1,5
2,8
3,10
4,6
5,14
6,5
7,6
8,5
9,5
Run,Terminal Iteration
0,11
1,5
2,8
3,10
4,6
5,14
6,5
7,6
8,5
9,5
