PlanGenerator ID,PlanGenerator Scores,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.0,59,46,57,66,54,55,55,53,55,52
1,0.0,20,27,24,20,29,29,27,26,21,29
2,0.0,10,15,6,9,11,10,13,11,14,12
3,0.0,10,7,11,4,3,5,4,8,7,6
4,0.0,1,4,0,1,1,0,1,2,3,1
5,NaN,0,0,1,0,2,1,0,0,0,0
6,NaN,0,1,1,0,0,0,0,0,0,0
7,NaN,0,0,0,0,0,0,0,0,0,0
8,NaN,0,0,0,0,0,0,0,0,0,0
9,NaN,0,0,0,0,0,0,0,0,0,0
10,NaN,0,0,0,0,0,0,0,0,0,0
11,NaN,0,0,0,0,0,0,0,0,0,0
12,NaN,0,0,0,0,0,0,0,0,0,0
13,NaN,0,0,0,0,0,0,0,0,0,0
14,NaN,0,0,0,0,0,0,0,0,0,0
15,NaN,0,0,0,0,0,0,0,0,0,0
